  0.000000000000000E+00   2.466386117300000E-08   3.425988302200000E-04   4.212186097600000E+00   4.225028083100000E-01
  2.811498231700000E-03   2.759802036000000E-08   3.624135372800000E-04   4.212103653600000E+00   4.225026530700000E-01
  5.622996463400000E-03   3.088112519000000E-08   3.833741549200000E-04   4.212016432300000E+00   4.225024888700000E-01
  8.434494695100001E-03   3.455467642300000E-08   4.055469491500000E-04   4.211924156800000E+00   4.225023151700000E-01
  1.124599292700000E-02   3.866511056900000E-08   4.290020173000000E-04   4.211826534300000E+00   4.225021314100000E-01
  1.393206615800000E-02   4.304795745900000E-08   4.526766365200000E-04   4.211727987100000E+00   4.225019459100000E-01
  1.661813938800000E-02   4.792741762000000E-08   4.776576052500000E-04   4.211623990600000E+00   4.225017501500000E-01
  1.930421261900000E-02   5.335975609800000E-08   5.040169993000000E-04   4.211514242900000E+00   4.225015435400000E-01
  2.199028585000000E-02   5.940761116700000E-08   5.318308699700000E-04   4.211398425500000E+00   4.225013254900000E-01
  2.455843431200000E-02   6.582964479700000E-08   5.598576239700000E-04   4.211281707100000E+00   4.225011057200000E-01
  2.712658277400000E-02   7.294557620600000E-08   5.893611532000000E-04   4.211158823100000E+00   4.225008743100000E-01
  2.969473123600000E-02   8.083036107300000E-08   6.204192583000000E-04   4.211029446900000E+00   4.225006306500000E-01
  3.226287969900000E-02   8.956704800900000E-08   6.531138369600000E-04   4.210893234700000E+00   4.225003740800000E-01
  3.472155502100000E-02   9.881434229700000E-08   6.860276261400000E-04   4.210756089500000E+00   4.225001157100000E-01
  3.718023034400000E-02   1.090158254300000E-07   7.205998439400000E-04   4.210612012700000E+00   4.224998442400000E-01
  3.963890566700000E-02   1.202699122200000E-07   7.569140338600000E-04   4.210460653000000E+00   4.224995590000000E-01
  4.209758099000000E-02   1.326851602700000E-07   7.950579455299999E-04   4.210301641000000E+00   4.224992593000000E-01
  4.445484908200000E-02   1.457893502400000E-07   8.334319972200000E-04   4.210141643000000E+00   4.224989576800000E-01
  4.681211717500000E-02   1.601868564200000E-07   8.736578386600000E-04   4.209973895400000E+00   4.224986413900000E-01
  4.916938526700000E-02   1.760052395900000E-07   9.158248019800000E-04   4.209798021400000E+00   4.224983097200000E-01
  5.152665335900000E-02   1.933846285600000E-07   9.600265256400000E-04   4.209613626100000E+00   4.224979619000000E-01
  5.378987570100000E-02   2.116821602600000E-07   1.004470454500000E-03   4.209428184600000E+00   4.224976120500000E-01
  5.605309804200000E-02   2.317095688800000E-07   1.050971407500000E-03   4.209234121900000E+00   4.224972458500000E-01
  5.831632038300000E-02   2.536302561900000E-07   1.099624552000000E-03   4.209031035600000E+00   4.224968625300000E-01
  6.057954272500000E-02   2.776230369000000E-07   1.150529454300000E-03   4.208818504100000E+00   4.224964613000000E-01
  6.275535434500000E-02   3.028245931100000E-07   1.201688168900000E-03   4.208604865700000E+00   4.224960578800000E-01
  6.493116596600000E-02   3.303116844900000E-07   1.255121032200000E-03   4.208381680000000E+00   4.224956363300000E-01
  6.710697758700000E-02   3.602913520500000E-07   1.310929084000000E-03   4.208148518200000E+00   4.224951958300000E-01
  6.928278920800000E-02   3.929893584000000E-07   1.369217848500000E-03   4.207904932100000E+00   4.224947355100000E-01
  7.137716504699999E-02   4.272604809700000E-07   1.427770914100000E-03   4.207660179700000E+00   4.224942728600000E-01
  7.347154088600000E-02   4.645169268600000E-07   1.488827091400000E-03   4.207404898400000E+00   4.224937901700000E-01
  7.556591672500000E-02   5.050183756300000E-07   1.552493318500000E-03   4.207138632700000E+00   4.224932865700000E-01
  7.766029256400001E-02   5.490470445800000E-07   1.618881095600000E-03   4.206860907100000E+00   4.224927611400000E-01
  7.967863093700001E-02   5.951010032000000E-07   1.685542375100000E-03   4.206581957400000E+00   4.224922332300000E-01
  8.169696930900000E-02   6.450129065200000E-07   1.754947490700000E-03   4.206291441100000E+00   4.224916832500000E-01
  8.371530768200000E-02   6.991053724000000E-07   1.827209292500000E-03   4.205988875100000E+00   4.224911102800000E-01
  8.573364605400000E-02   7.577279236400000E-07   1.902445263900000E-03   4.205673756300000E+00   4.224905133400000E-01
  8.768083835899999E-02   8.189316402599999E-07   1.977962437800000E-03   4.205357357600000E+00   4.224899137600000E-01
  8.962803066300000E-02   8.850713929400000E-07   2.056475827100000E-03   4.205028297000000E+00   4.224892899600000E-01
  9.157522296700001E-02   9.565444327600000E-07   2.138104196600000E-03   4.204686063900000E+00   4.224886409600000E-01
  9.352241527200000E-02   1.033779876200000E-06   2.222971008600000E-03   4.204330126800000E+00   4.224879657000000E-01
  9.540291086900000E-02   1.114273974100000E-06   2.308125233100000E-03   4.203972854700000E+00   4.224872876600000E-01
  9.728340646500000E-02   1.201024516700000E-06   2.396539590300000E-03   4.203601767300000E+00   4.224865831100000E-01
  9.916390206200000E-02   1.294516570200000E-06   2.488338751900000E-03   4.203216325700000E+00   4.224858510100000E-01
  1.010443976600000E-01   1.395272660900000E-06   2.583652145000000E-03   4.202815969500000E+00   4.224850902500000E-01
  1.028622693700000E-01   1.500107158100000E-06   2.679258320500000E-03   4.202414220800000E+00   4.224843265200000E-01
  1.046801410900000E-01   1.612802234100000E-06   2.778400003700000E-03   4.201997443500000E+00   4.224835338600000E-01
  1.064980128000000E-01   1.733945536600000E-06   2.881207759000000E-03   4.201565069900000E+00   4.224827111600000E-01
  1.083158845200000E-01   1.864168441800000E-06   2.987816957500000E-03   4.201116510300000E+00   4.224818572600000E-01
  1.100748611000000E-01   1.999453656300000E-06   3.094723059700000E-03   4.200666498800000E+00   4.224810001800000E-01
  1.118338376900000E-01   2.144533386800000E-06   3.205451382900000E-03   4.200200184300000E+00   4.224801116200000E-01
  1.135928142700000E-01   2.300114286900000E-06   3.320138361200000E-03   4.199716969700000E+00   4.224791903700000E-01
  1.153517908600000E-01   2.466953717700000E-06   3.438925281300000E-03   4.199216235200000E+00   4.224782352300000E-01
  1.170551586900000E-01   2.640013634100000E-06   3.558002329500000E-03   4.198714027400000E+00   4.224772767600000E-01
  1.187585265200000E-01   2.825180788300000E-06   3.681198851000000E-03   4.198194182300000E+00   4.224762840800000E-01
  1.204618943400000E-01   3.023298782400000E-06   3.808657085200000E-03   4.197656072700000E+00   4.224752559500000E-01
  1.221652621700000E-01   3.235269627200000E-06   3.940524161400000E-03   4.197099048500000E+00   4.224741910600000E-01
  1.238119089000000E-01   3.454256353400000E-06   4.072334223600000E-03   4.196541959700000E+00   4.224731254200000E-01
  1.254585556200000E-01   3.688019393300000E-06   4.208548686100000E-03   4.195965935400000E+00   4.224720229000000E-01
  1.271052023500000E-01   3.937551138200000E-06   4.349314387000000E-03   4.195370323000000E+00   4.224708821800000E-01
  1.287518490800000E-01   4.203910142300000E-06   4.494783034900000E-03   4.194754446800000E+00   4.224697018900000E-01
